10005	204626	50	539.41407
10010	93452	80	341.5753882
10015	205624	80	510.469248
10020	170087	80	779.606688
10025	166480	50	1127.517018
10030	194937	80	1241.107604
10035	170112	80	1344.152268
10040	167894	80	1462.644888
10045	165067	80	2141.243052
10050	220698	100	1479.427264
10055	224964	50	2357.903788
10060	207706	200	1695.356734
10065	217337	200	2209.840947
10070	209383	50	3268.187464
10075	219865	80	3591.403336
10080	224263	50	1953.38206
10085	222349	50	2085.096292
10090	217338	80	2546.097672
10095	211334	80	4296.430504
20005	144592	50	290.097243
20010	144593	50	348.491243
20015	144594	50	537.5731005
20020	78223	50	407.031228
20025	78224	50	611.410228
20030	78225	50	774.913428
20035	190733	50	911.680518
20040	190734	50	1061.836518
20045	223770	50	1343.379018
20050	163430	50	1312.096518
20055	144597	50	1437.226518
20060	144598	50	1812.616518
20065	163032	25	4502.705054
20070	163033	25	6615.898408
20075	81070	25	581.962968
20080	78229	25	101.494968
20085	200688	25	468.751518
20090	81071	5	114.258228
30005	67463	50	145.094784
30010	67464	50	233.646648
30015	158976	50	292.563594
30020	183407	50	280.698648
30025	196541	50	233.646648
30030	183408	50	338.713764
30035	196543	50	355.158438
30040	67467	50	300.342858
30045	158305	50	421.854648
30050	195489	50	523.745754
30055	88103	50	586.419018
30060	195490	50	586.419018
30065	183409	50	586.419018
30070	183410	50	762.942438
30075	196546	50	880.494018
30080	67468	50	617.75565
30085	195488	50	562.916544
30090	196559	50	1002.633168
30095	183411	50	1128.105168
30100	93158	50	1034.001168
30105	183413	50	1598.625168
30110	67207	50	1654.538628
30115	196341	50	2493.224844
30120	67206	50	3954.607527
30125	71055	50	4935.10651
30130	205630	50	7244.865168
30135	202463	30	664.760598
40005	177225	25	1321.932168
40010	177226	25	1639.470168
40015	177227	50	2989.006668
40020	191494	50	3835.774668
40025	212075	15	3526.349764
40030	212085	15	3667.479528
40035	215988	50	4964.980506
40040	214042	50	1235.822376
40045	201221	50	584.592648
40050	201217	10	711.607848
40055	201218	10	242.710068
40060	212569	50	87.519488
40065	210325	25	10495.59889
40070	222680	25	13752.39401
40075	204497	25	21894.39726
40080	194827	25	69271.88106
40085	194839	25	60942.61506
40090	194840	25	67189.56456
50005	161220	50	318.240918
50010	161221	50	318.240918
50015	222978	50	397.493168
50020	222979	50	397.493168
50025	161222	50	0
50030	161223	50	0
50035	161228	50	0
50040	161227	50	0
50045	161226	50	0
50050	161225	50	0
50055	213099	250	0
50060	213123	250	0
50065	213895	15	2124.057168
50070	213894	15	2124.057168
50075	213431	10	8164.986468
50080	213435	10	8164.986468
50085	213893	10	9981.404568
50090	213892	10	9981.404568
60005	72413	75	340.297918
60010	220837	75	340.297918
60015	72414	75	344.203778
60020	160268	25	606.760968
60025	201075	25	913.763818
60030	174515	25	868.257168
60035	210382	50	0
60040	210383	50	0
60045	216369	50	2286.0432
60050	215449	50	1028.613168
60055	215436	50	1221.813168
60060	215341	50	1479.413168
70005	176064	10	3885.4172
70010	176065	10	5628.0812
